partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PBSA36-CX300T1-3/8S6,"6""",300,SA-36,"1-3/8""",1.375,1.87,35.97,50.36,129,142
PBSA516-70-CX300T1-3/8S6,"6""",300,SA-516-70,"1-3/8""",1.375,2.18,35.97,50.36,145,160
PB304L-CX300T1-3/8S6,"6""",300,304L,"1-3/8""",1.375,6.01,37.58,52.61,351,387
PB316L-CX300T1-3/8S6,"6""",300,316L,"1-3/8""",1.375,7.48,38.01,53.21,433,477
PBAL6061-CX300T1-3/8S6,"6""",300,AL-6061,"1-3/8""",1.375,5.1,12.67,17.74,125,138
PB304-CX300T1-1/2S6,"6""",300,304,"1-1/2""",1.5,5.55,40.99,57.39,353,389
PBSA36-CX300T1-1/2S6,"6""",300,SA-36,"1-1/2""",1.5,1.87,39.24,54.94,138,152
PBSA516-70-CX300T1-1/2S6,"6""",300,SA-516-70,"1-1/2""",1.5,2.18,39.24,54.94,155,171
PB304L-CX300T1-1/2S6,"6""",300,304L,"1-1/2""",1.5,6.01,40.99,57.39,380,419
PB316L-CX300T1-1/2S6,"6""",300,316L,"1-1/2""",1.5,7.48,41.46,58.04,469,516
PBAL6061-CX300T1-1/2S6,"6""",300,AL-6061,"1-1/2""",1.5,5.1,13.83,19.36,134,148
PB304-CX300T1-5/8S6,"6""",300,304,"1-5/8""",1.625,5.55,44.41,62.17,380,419
PBSA36-CX300T1-5/8S6,"6""",300,SA-36,"1-5/8""",1.625,1.87,42.51,59.51,146,161
PBSA516-70-CX300T1-5/8S6,"6""",300,SA-516-70,"1-5/8""",1.625,2.18,42.51,59.51,165,182
PB304L-CX300T1-5/8S6,"6""",300,304L,"1-5/8""",1.625,6.01,44.41,62.17,408,449
PB316L-CX300T1-5/8S6,"6""",300,316L,"1-5/8""",1.625,7.48,44.92,62.89,505,556
PBAL6061-CX300T1-5/8S6,"6""",300,AL-6061,"1-5/8""",1.625,5.1,14.98,20.97,142,157
PB304-CX300T1-3/4S6,"6""",300,304,"1-3/4""",1.75,5.55,47.83,66.96,406,447
PBSA36-CX300T1-3/4S6,"6""",300,SA-36,"1-3/4""",1.75,1.87,45.78,64.09,155,171
PBSA516-70-CX300T1-3/4S6,"6""",300,SA-516-70,"1-3/4""",1.75,2.18,45.78,64.09,175,193
PB304L-CX300T1-3/4S6,"6""",300,304L,"1-3/4""",1.75,6.01,47.83,66.96,437,481
PB316L-CX300T1-3/4S6,"6""",300,316L,"1-3/4""",1.75,7.48,48.37,67.72,541,596
PBAL6061-CX300T1-3/4S6,"6""",300,AL-6061,"1-3/4""",1.75,5.1,16.13,22.58,150,165
PB304-CX300T1-7/8S6,"6""",300,304,"1-7/8""",1.875,5.55,51.24,71.74,433,477
PBSA36-CX300T1-7/8S6,"6""",300,SA-36,"1-7/8""",1.875,1.87,49.05,68.67,163,180
PBSA516-70-CX300T1-7/8S6,"6""",300,SA-516-70,"1-7/8""",1.875,2.18,49.05,68.67,185,204
PB304L-CX300T1-7/8S6,"6""",300,304L,"1-7/8""",1.875,6.01,51.24,71.74,466,513
PB316L-CX300T1-7/8S6,"6""",300,316L,"1-7/8""",1.875,7.48,51.83,72.56,578,636
PBAL6061-CX300T1-7/8S6,"6""",300,AL-6061,"1-7/8""",1.875,5.1,17.28,24.19,158,174
PB304-CX300T2S6,"6""",300,304,"2""",2,5.55,54.66,76.52,460,507
PBSA36-CX300T2S6,"6""",300,SA-36,"2""",2,1.87,52.32,73.25,172,190
PBSA516-70-CX300T2S6,"6""",300,SA-516-70,"2""",2,2.18,52.32,73.25,195,215
PB304L-CX300T2S6,"6""",300,304L,"2""",2,6.01,54.66,76.52,495,545
PB316L-CX300T2S6,"6""",300,316L,"2""",2,7.48,55.28,77.39,614,676
PBAL6061-CX300T2S6,"6""",300,AL-6061,"2""",2,5.1,18.44,25.82,167,184
PB304-CX300T2-1/4S6,"6""",300,304,"2-1/4""",2.25,5.55,61.49,86.09,513,565
PBSA36-CX300T2-1/4S6,"6""",300,SA-36,"2-1/4""",2.25,1.87,58.86,82.4,189,208
PBSA516-70-CX300T2-1/4S6,"6""",300,SA-516-70,"2-1/4""",2.25,2.18,58.86,82.4,214,236
PB304L-CX300T2-1/4S6,"6""",300,304L,"2-1/4""",2.25,6.01,61.49,86.09,552,608
PB316L-CX300T2-1/4S6,"6""",300,316L,"2-1/4""",2.25,7.48,62.19,87.07,686,755
PBAL6061-CX300T2-1/4S6,"6""",300,AL-6061,"2-1/4""",2.25,5.1,20.74,29.04,183,202
PB304-CX300T2-1/2S6,"6""",300,304,"2-1/2""",2.5,5.55,68.32,95.65,566,623
PBSA36-CX300T2-1/2S6,"6""",300,SA-36,"2-1/2""",2.5,1.87,65.4,91.56,206,227
PBSA516-70-CX300T2-1/2S6,"6""",300,SA-516-70,"2-1/2""",2.5,2.18,65.4,91.56,234,258
PB304L-CX300T2-1/2S6,"6""",300,304L,"2-1/2""",2.5,6.01,68.32,95.65,610,671
PB316L-CX300T2-1/2S6,"6""",300,316L,"2-1/2""",2.5,7.48,69.1,96.74,758,834
PBAL6061-CX300T2-1/2S6,"6""",300,AL-6061,"2-1/2""",2.5,5.1,23.04,32.26,199,219
PB304-CX300T3S6,"6""",300,304,"3""",3,5.55,81.99,114.79,672,740
PBSA36-CX300T3S6,"6""",300,SA-36,"3""",3,1.87,78.48,109.87,240,264
PBSA516-70-CX300T3S6,"6""",300,SA-516-70,"3""",3,2.18,78.48,109.87,274,302
PB304L-CX300T3S6,"6""",300,304L,"3""",3,6.01,81.99,114.79,725,798
PB316L-CX300T3S6,"6""",300,316L,"3""",3,7.48,82.92,116.09,903,994
PBAL6061-CX300T3S6,"6""",300,AL-6061,"3""",3,5.1,27.65,38.71,232,256
PB304-CX300T11GAS8,"8""",300,304,11 Gauge,0.1196,5.55,4.91,6.87,73,81
PBSA36-CX300T11GAS8,"8""",300,SA-36,11 Gauge,0.1196,1.87,4.7,6.58,47,52
PBSA516-70-CX300T11GAS8,"8""",300,SA-516-70,11 Gauge,0.1196,2.18,4.7,6.58,49,54
PB304L-CX300T11GAS8,"8""",300,304L,11 Gauge,0.1196,6.01,4.91,6.87,76,84
PB316L-CX300T11GAS8,"8""",300,316L,11 Gauge,0.1196,7.48,4.97,6.96,87,96
PBAL6061-CX300T11GAS8,"8""",300,AL-6061,11 Gauge,0.1196,5.1,1.66,2.32,47,52
PB304-CX300T1/8S8,"8""",300,304,"1/8""",0.125,5.55,5.13,7.18,75,83
PBSA36-CX300T1/8S8,"8""",300,SA-36,"1/8""",0.125,1.87,4.91,6.87,48,53
PBSA516-70-CX300T1/8S8,"8""",300,SA-516-70,"1/8""",0.125,2.18,4.91,6.87,50,56
PB304L-CX300T1/8S8,"8""",300,304L,"1/8""",0.125,6.01,5.13,7.18,78,86
PB316L-CX300T1/8S8,"8""",300,316L,"1/8""",0.125,7.48,5.19,7.27,89,98
PBAL6061-CX300T1/8S8,"8""",300,AL-6061,"1/8""",0.125,5.1,1.73,2.42,47,52
PB304-CX300T3/16S8,"8""",300,304,"3/16""",0.1875,5.55,7.7,10.78,95,105
PBSA36-CX300T3/16S8,"8""",300,SA-36,"3/16""",0.1875,1.87,7.37,10.32,54,60
PBSA516-70-CX300T3/16S8,"8""",300,SA-516-70,"3/16""",0.1875,2.18,7.37,10.32,57,63
PB304L-CX300T3/16S8,"8""",300,304L,"3/16""",0.1875,6.01,7.7,10.78,100,111
PB316L-CX300T3/16S8,"8""",300,316L,"3/16""",0.1875,7.48,7.79,10.91,116,128
PBAL6061-CX300T3/16S8,"8""",300,AL-6061,"3/16""",0.1875,5.1,2.6,3.64,53,59
PB304-CX300T1/4S8,"8""",300,304,"1/4""",0.25,5.55,10.27,14.38,115,127
PBSA36-CX300T1/4S8,"8""",300,SA-36,"1/4""",0.25,1.87,9.83,13.76,61,68
PBSA516-70-CX300T1/4S8,"8""",300,SA-516-70,"1/4""",0.25,2.18,9.83,13.76,65,72
PB304L-CX300T1/4S8,"8""",300,304L,"1/4""",0.25,6.01,10.27,14.38,121,134
PB316L-CX300T1/4S8,"8""",300,316L,"1/4""",0.25,7.48,10.38,14.53,144,159
PBAL6061-CX300T1/4S8,"8""",300,AL-6061,"1/4""",0.25,5.1,3.46,4.84,60,66
PB304-CX300T5/16S8,"8""",300,304,"5/16""",0.3125,5.55,12.83,17.96,135,149
PBSA36-CX300T5/16S8,"8""",300,SA-36,"5/16""",0.3125,1.87,12.28,17.19,67,74
PBSA516-70-CX300T5/16S8,"8""",300,SA-516-70,"5/16""",0.3125,2.18,12.28,17.19,72,80
PB304L-CX300T5/16S8,"8""",300,304L,"5/16""",0.3125,6.01,12.83,17.96,143,158
PB316L-CX300T5/16S8,"8""",300,316L,"5/16""",0.3125,7.48,12.98,18.17,171,189
PBAL6061-CX300T5/16S8,"8""",300,AL-6061,"5/16""",0.3125,5.1,4.33,6.06,66,73
PB304-CX300T3/8S8,"8""",300,304,"3/8""",0.375,5.55,15.4,21.56,155,171
PBSA36-CX300T3/8S8,"8""",300,SA-36,"3/8""",0.375,1.87,14.74,20.64,73,81
PBSA516-70-CX300T3/8S8,"8""",300,SA-516-70,"3/8""",0.375,2.18,14.74,20.64,80,88
PB304L-CX300T3/8S8,"8""",300,304L,"3/8""",0.375,6.01,15.4,21.56,164,181
PB316L-CX300T3/8S8,"8""",300,316L,"3/8""",0.375,7.48,15.57,21.8,198,218
PBAL6061-CX300T3/8S8,"8""",300,AL-6061,"3/8""",0.375,5.1,5.19,7.27,72,80
PB304-CX300T1/2S8,"8""",300,304,"1/2""",0.5,5.55,20.53,28.74,194,214
PBSA36-CX300T1/2S8,"8""",300,SA-36,"1/2""",0.5,1.87,19.65,27.51,86,95
PBSA516-70-CX300T1/2S8,"8""",300,SA-516-70,"1/2""",0.5,2.18,19.65,27.51,95,105
PB304L-CX300T1/2S8,"8""",300,304L,"1/2""",0.5,6.01,20.53,28.74,208,229
PB316L-CX300T1/2S8,"8""",300,316L,"1/2""",0.5,7.48,20.77,29.08,252,278
PBAL6061-CX300T1/2S8,"8""",300,AL-6061,"1/2""",0.5,5.1,6.93,9.7,84,93
PB304-CX300T5/8S8,"8""",300,304,"5/8""",0.625,5.55,25.67,35.94,234,258
PBSA36-CX300T5/8S8,"8""",300,SA-36,"5/8""",0.625,1.87,24.57,34.4,99,109
PBSA516-70-CX300T5/8S8,"8""",300,SA-516-70,"5/8""",0.625,2.18,24.57,34.4,110,122
PB304L-CX300T5/8S8,"8""",300,304L,"5/8""",0.625,6.01,25.67,35.94,251,277
PB316L-CX300T5/8S8,"8""",300,316L,"5/8""",0.625,7.48,25.96,36.34,307,338
PBAL6061-CX300T5/8S8,"8""",300,AL-6061,"5/8""",0.625,5.1,8.66,12.12,97,107
PB304-CX300T3/4S8,"8""",300,304,"3/4""",0.75,5.55,30.8,43.12,274,302
PBSA36-CX300T3/4S8,"8""",300,SA-36,"3/4""",0.75,1.87,29.48,41.27,112,124
PBSA516-70-CX300T3/4S8,"8""",300,SA-516-70,"3/4""",0.75,2.18,29.48,41.27,125,138
PB304L-CX300T3/4S8,"8""",300,304L,"3/4""",0.75,6.01,30.8,43.12,294,324
PB316L-CX300T3/4S8,"8""",300,316L,"3/4""",0.75,7.48,31.15,43.61,361,398
PBAL6061-CX300T3/4S8,"8""",300,AL-6061,"3/4""",0.75,5.1,10.39,14.55,109,120
PB304-CX300T7/8S8,"8""",300,304,"7/8""",0.875,5.55,35.93,50.3,314,346
PBSA36-CX300T7/8S8,"8""",300,SA-36,"7/8""",0.875,1.87,34.39,48.15,125,138
PBSA516-70-CX300T7/8S8,"8""",300,SA-516-70,"7/8""",0.875,2.18,34.39,48.15,140,154
PB304L-CX300T7/8S8,"8""",300,304L,"7/8""",0.875,6.01,35.93,50.3,337,371
PB316L-CX300T7/8S8,"8""",300,316L,"7/8""",0.875,7.48,36.34,50.88,415,457
PBAL6061-CX300T7/8S8,"8""",300,AL-6061,"7/8""",0.875,5.1,12.12,16.97,121,134
PB304-CX300T1S8,"8""",300,304,"1""",1,5.55,41.06,57.48,354,390
PBSA36-CX300T1S8,"8""",300,SA-36,"1""",1,1.87,39.31,55.03,138,152
PBSA516-70-CX300T1S8,"8""",300,SA-516-70,"1""",1,2.18,39.31,55.03,155,171
PB304L-CX300T1S8,"8""",300,304L,"1""",1,6.01,41.06,57.48,380,419
PB316L-CX300T1S8,"8""",300,316L,"1""",1,7.48,41.53,58.14,470,517
PBAL6061-CX300T1S8,"8""",300,AL-6061,"1""",1,5.1,13.85,19.39,134,148
PB304-CX300T1-1/8S8,"8""",300,304,"1-1/8""",1.125,5.55,46.2,64.68,394,434
PBSA36-CX300T1-1/8S8,"8""",300,SA-36,"1-1/8""",1.125,1.87,44.22,61.91,151,167
PBSA516-70-CX300T1-1/8S8,"8""",300,SA-516-70,"1-1/8""",1.125,2.18,44.22,61.91,170,188
PB304L-CX300T1-1/8S8,"8""",300,304L,"1-1/8""",1.125,6.01,46.2,64.68,424,467
PB316L-CX300T1-1/8S8,"8""",300,316L,"1-1/8""",1.125,7.48,46.72,65.41,524,577
PBAL6061-CX300T1-1/8S8,"8""",300,AL-6061,"1-1/8""",1.125,5.1,15.58,21.81,146,161
PB304-CX300T1-1/4S8,"8""",300,304,"1-1/4""",1.25,5.55,51.33,71.86,434,478
PBSA36-CX300T1-1/4S8,"8""",300,SA-36,"1-1/4""",1.25,1.87,49.13,68.78,163,180
PBSA516-70-CX300T1-1/4S8,"8""",300,SA-516-70,"1-1/4""",1.25,2.18,49.13,68.78,185,204
PB304L-CX300T1-1/4S8,"8""",300,304L,"1-1/4""",1.25,6.01,51.33,71.86,467,514
PB316L-CX300T1-1/4S8,"8""",300,316L,"1-1/4""",1.25,7.48,51.91,72.67,578,636
PBAL6061-CX300T1-1/4S8,"8""",300,AL-6061,"1-1/4""",1.25,5.1,17.31,24.23,158,174
PB304-CX300T1-3/8S8,"8""",300,304,"1-3/8""",1.375,5.55,56.46,79.04,474,522
PBSA36-CX300T1-3/8S8,"8""",300,SA-36,"1-3/8""",1.375,1.87,54.05,75.67,176,194
PBSA516-70-CX300T1-3/8S8,"8""",300,SA-516-70,"1-3/8""",1.375,2.18,54.05,75.67,200,221
PB304L-CX300T1-3/8S8,"8""",300,304L,"1-3/8""",1.375,6.01,56.46,79.04,510,561
PB316L-CX300T1-3/8S8,"8""",300,316L,"1-3/8""",1.375,7.48,57.11,79.95,633,697
PBAL6061-CX300T1-3/8S8,"8""",300,AL-6061,"1-3/8""",1.375,5.1,19.04,26.66,171,189
PB304-CX300T1-1/2S8,"8""",300,304,"1-1/2""",1.5,5.55,61.6,86.24,513,565
PBSA36-CX300T1-1/2S8,"8""",300,SA-36,"1-1/2""",1.5,1.87,58.96,82.54,189,208
PBSA516-70-CX300T1-1/2S8,"8""",300,SA-516-70,"1-1/2""",1.5,2.18,58.96,82.54,215,237
PB304L-CX300T1-1/2S8,"8""",300,304L,"1-1/2""",1.5,6.01,61.6,86.24,553,609
PB316L-CX300T1-1/2S8,"8""",300,316L,"1-1/2""",1.5,7.48,62.3,87.22,687,756
PBAL6061-CX300T1-1/2S8,"8""",300,AL-6061,"1-1/2""",1.5,5.1,20.78,29.09,183,202
PB304-CX300T1-5/8S8,"8""",300,304,"1-5/8""",1.625,5.55,66.73,93.42,553,609
PBSA36-CX300T1-5/8S8,"8""",300,SA-36,"1-5/8""",1.625,1.87,63.88,89.43,202,223
PBSA516-70-CX300T1-5/8S8,"8""",300,SA-516-70,"1-5/8""",1.625,2.18,63.88,89.43,230,254
PB304L-CX300T1-5/8S8,"8""",300,304L,"1-5/8""",1.625,6.01,66.73,93.42,596,656
PB316L-CX300T1-5/8S8,"8""",300,316L,"1-5/8""",1.625,7.48,67.49,94.49,742,817
PBAL6061-CX300T1-5/8S8,"8""",300,AL-6061,"1-5/8""",1.625,5.1,22.51,31.51,196,216
PB304-CX300T1-3/4S8,"8""",300,304,"1-3/4""",1.75,5.55,71.86,100.6,593,653
PBSA36-CX300T1-3/4S8,"8""",300,SA-36,"1-3/4""",1.75,1.87,68.79,96.31,215,237
PBSA516-70-CX300T1-3/4S8,"8""",300,SA-516-70,"1-3/4""",1.75,2.18,68.79,96.31,245,270
PB304L-CX300T1-3/4S8,"8""",300,304L,"1-3/4""",1.75,6.01,71.86,100.6,639,703
PB316L-CX300T1-3/4S8,"8""",300,316L,"1-3/4""",1.75,7.48,72.68,101.75,796,876
PBAL6061-CX300T1-3/4S8,"8""",300,AL-6061,"1-3/4""",1.75,5.1,24.24,33.94,208,229
PB304-CX300T1-7/8S8,"8""",300,304,"1-7/8""",1.875,5.55,77,107.8,633,697
PBSA36-CX300T1-7/8S8,"8""",300,SA-36,"1-7/8""",1.875,1.87,73.7,103.18,228,251
PBSA516-70-CX300T1-7/8S8,"8""",300,SA-516-70,"1-7/8""",1.875,2.18,73.7,103.18,260,286
PB304L-CX300T1-7/8S8,"8""",300,304L,"1-7/8""",1.875,6.01,77,107.8,683,752
PB316L-CX300T1-7/8S8,"8""",300,316L,"1-7/8""",1.875,7.48,77.87,109.02,850,936
PBAL6061-CX300T1-7/8S8,"8""",300,AL-6061,"1-7/8""",1.875,5.1,25.97,36.36,220,243
PB304-CX300T2S8,"8""",300,304,"2""",2,5.55,82.13,114.98,673,741
PBSA36-CX300T2S8,"8""",300,SA-36,"2""",2,1.87,78.62,110.07,241,266
PBSA516-70-CX300T2S8,"8""",300,SA-516-70,"2""",2,2.18,78.62,110.07,275,303
PB304L-CX300T2S8,"8""",300,304L,"2""",2,6.01,82.13,114.98,726,799
PB316L-CX300T2S8,"8""",300,316L,"2""",2,7.48,83.06,116.28,905,996
PBAL6061-CX300T2S8,"8""",300,AL-6061,"2""",2,5.1,27.7,38.78,233,257
PB304-CX300T2-1/4S8,"8""",300,304,"2-1/4""",2.25,5.55,92.39,129.35,753,829
PBSA36-CX300T2-1/4S8,"8""",300,SA-36,"2-1/4""",2.25,1.87,88.44,123.82,266,293
PBSA516-70-CX300T2-1/4S8,"8""",300,SA-516-70,"2-1/4""",2.25,2.18,88.44,123.82,305,336
PB304L-CX300T2-1/4S8,"8""",300,304L,"2-1/4""",2.25,6.01,92.39,129.35,812,894
PB316L-CX300T2-1/4S8,"8""",300,316L,"2-1/4""",2.25,7.48,93.44,130.82,1013,1115
PBAL6061-CX300T2-1/4S8,"8""",300,AL-6061,"2-1/4""",2.25,5.1,31.16,43.62,257,283
PB304-CX300T2-1/2S8,"8""",300,304,"2-1/2""",2.5,5.55,102.66,143.72,832,916
PBSA36-CX300T2-1/2S8,"8""",300,SA-36,"2-1/2""",2.5,1.87,98.27,137.58,292,322
PBSA516-70-CX300T2-1/2S8,"8""",300,SA-516-70,"2-1/2""",2.5,2.18,98.27,137.58,335,369
PB304L-CX300T2-1/2S8,"8""",300,304L,"2-1/2""",2.5,6.01,102.66,143.72,899,989
PB316L-CX300T2-1/2S8,"8""",300,316L,"2-1/2""",2.5,7.48,103.83,145.36,1122,1235
PBAL6061-CX300T2-1/2S8,"8""",300,AL-6061,"2-1/2""",2.5,5.1,34.63,48.48,282,311
PB304-CX300T3S8,"8""",300,304,"3""",3,5.55,123.19,172.47,992,1092
PBSA36-CX300T3S8,"8""",300,SA-36,"3""",3,1.87,117.92,165.09,344,379
PBSA516-70-CX300T3S8,"8""",300,SA-516-70,"3""",3,2.18,117.92,165.09,395,435
PB304L-CX300T3S8,"8""",300,304L,"3""",3,6.01,123.19,172.47,1071,1179
PB316L-CX300T3S8,"8""",300,316L,"3""",3,7.48,124.59,174.43,1340,1475
PBAL6061-CX300T3S8,"8""",300,AL-6061,"3""",3,5.1,41.55,58.17,332,366
PB304-CX300T11GAS10,"10""",300,304,11 Gauge,0.1196,5.55,6.76,9.46,87,96
PBSA36-CX300T11GAS10,"10""",300,SA-36,11 Gauge,0.1196,1.87,6.48,9.07,52,58
PBSA516-70-CX300T11GAS10,"10""",300,SA-516-70,11 Gauge,0.1196,2.18,6.48,9.07,55,61
PB304L-CX300T11GAS10,"10""",300,304L,11 Gauge,0.1196,6.01,6.76,9.46,92,102
PB316L-CX300T11GAS10,"10""",300,316L,11 Gauge,0.1196,7.48,6.84,9.58,107,118
PBAL6061-CX300T11GAS10,"10""",300,AL-6061,11 Gauge,0.1196,5.1,2.28,3.19,51,57
PB304-CX300T1/8S10,"10""",300,304,"1/8""",0.125,5.55,7.07,9.9,90,100
PBSA36-CX300T1/8S10,"10""",300,SA-36,"1/8""",0.125,1.87,6.77,9.48,53,59
PBSA516-70-CX300T1/8S10,"10""",300,SA-516-70,"1/8""",0.125,2.18,6.77,9.48,56,62
PB304L-CX300T1/8S10,"10""",300,304L,"1/8""",0.125,6.01,7.07,9.9,94,104
PB316L-CX300T1/8S10,"10""",300,316L,"1/8""",0.125,7.48,7.15,10.01,110,122
PBAL6061-CX300T1/8S10,"10""",300,AL-6061,"1/8""",0.125,5.1,2.38,3.33,52,58
PB304-CX300T3/16S10,"10""",300,304,"3/16""",0.1875,5.55,10.61,14.85,117,129
PBSA36-CX300T3/16S10,"10""",300,SA-36,"3/16""",0.1875,1.87,10.15,14.21,61,68
PBSA516-70-CX300T3/16S10,"10""",300,SA-516-70,"3/16""",0.1875,2.18,10.15,14.21,66,73
PB304L-CX300T3/16S10,"10""",300,304L,"3/16""",0.1875,6.01,10.61,14.85,124,137
PB316L-CX300T3/16S10,"10""",300,316L,"3/16""",0.1875,7.48,10.73,15.02,147,162
PBAL6061-CX300T3/16S10,"10""",300,AL-6061,"3/16""",0.1875,5.1,3.58,5.01,60,66
PB304-CX300T1/4S10,"10""",300,304,"1/4""",0.25,5.55,14.14,19.8,145,160
PBSA36-CX300T1/4S10,"10""",300,SA-36,"1/4""",0.25,1.87,13.54,18.96,70,77
PBSA516-70-CX300T1/4S10,"10""",300,SA-516-70,"1/4""",0.25,2.18,13.54,18.96,76,84
PB304L-CX300T1/4S10,"10""",300,304L,"1/4""",0.25,6.01,14.14,19.8,154,170
PB316L-CX300T1/4S10,"10""",300,316L,"1/4""",0.25,7.48,14.3,20.02,185,204
PBAL6061-CX300T1/4S10,"10""",300,AL-6061,"1/4""",0.25,5.1,4.77,6.68,69,76
PB304-CX300T5/16S10,"10""",300,304,"5/16""",0.3125,5.55,17.68,24.75,172,190
PBSA36-CX300T5/16S10,"10""",300,SA-36,"5/16""",0.3125,1.87,16.92,23.69,79,87
PBSA516-70-CX300T5/16S10,"10""",300,SA-516-70,"5/16""",0.3125,2.18,16.92,23.69,86,95
PB304L-CX300T5/16S10,"10""",300,304L,"5/16""",0.3125,6.01,17.68,24.75,184,203
PB316L-CX300T5/16S10,"10""",300,316L,"5/16""",0.3125,7.48,17.88,25.03,222,245
PBAL6061-CX300T5/16S10,"10""",300,AL-6061,"5/16""",0.3125,5.1,5.96,8.34,77,85
PB304-CX300T3/8S10,"10""",300,304,"3/8""",0.375,5.55,21.21,29.69,200,221
PBSA36-CX300T3/8S10,"10""",300,SA-36,"3/8""",0.375,1.87,20.3,28.42,88,97
PBSA516-70-CX300T3/8S10,"10""",300,SA-516-70,"3/8""",0.375,2.18,20.3,28.42,97,107
PB304L-CX300T3/8S10,"10""",300,304L,"3/8""",0.375,6.01,21.21,29.69,213,235
PB316L-CX300T3/8S10,"10""",300,316L,"3/8""",0.375,7.48,21.45,30.03,259,285
PBAL6061-CX300T3/8S10,"10""",300,AL-6061,"3/8""",0.375,5.1,7.15,10.01,86,95
PB304-CX300T1/2S10,"10""",300,304,"1/2""",0.5,5.55,28.28,39.59,255,281
PBSA36-CX300T1/2S10,"10""",300,SA-36,"1/2""",0.5,1.87,27.07,37.9,106,117
PBSA516-70-CX300T1/2S10,"10""",300,SA-516-70,"1/2""",0.5,2.18,27.07,37.9,117,129
PB304L-CX300T1/2S10,"10""",300,304L,"1/2""",0.5,6.01,28.28,39.59,273,301
PB316L-CX300T1/2S10,"10""",300,316L,"1/2""",0.5,7.48,28.6,40.04,334,368
PBAL6061-CX300T1/2S10,"10""",300,AL-6061,"1/2""",0.5,5.1,9.54,13.36,103,114
PB304-CX300T5/8S10,"10""",300,304,"5/8""",0.625,5.55,35.35,49.49,310,341
PBSA36-CX300T5/8S10,"10""",300,SA-36,"5/8""",0.625,1.87,33.84,47.38,123,136
PBSA516-70-CX300T5/8S10,"10""",300,SA-516-70,"5/8""",0.625,2.18,33.84,47.38,138,152
PB304L-CX300T5/8S10,"10""",300,304L,"5/8""",0.625,6.01,35.35,49.49,332,366
PB316L-CX300T5/8S10,"10""",300,316L,"5/8""",0.625,7.48,35.75,50.05,409,450
PBAL6061-CX300T5/8S10,"10""",300,AL-6061,"5/8""",0.625,5.1,11.92,16.69,120,132
PB304-CX300T3/4S10,"10""",300,304,"3/4""",0.75,5.55,42.42,59.39,364,401
PBSA36-CX300T3/4S10,"10""",300,SA-36,"3/4""",0.75,1.87,40.61,56.85,141,156
PBSA516-70-CX300T3/4S10,"10""",300,SA-516-70,"3/4""",0.75,2.18,40.61,56.85,159,175
PB304L-CX300T3/4S10,"10""",300,304L,"3/4""",0.75,6.01,42.42,59.39,392,432
PB316L-CX300T3/4S10,"10""",300,316L,"3/4""",0.75,7.48,42.9,60.06,484,533
PBAL6061-CX300T3/4S10,"10""",300,AL-6061,"3/4""",0.75,5.1,14.31,20.03,137,151
PB304-CX300T7/8S10,"10""",300,304,"7/8""",0.875,5.55,49.49,69.29,419,461
PBSA36-CX300T7/8S10,"10""",300,SA-36,"7/8""",0.875,1.87,47.38,66.33,159,175
PBSA516-70-CX300T7/8S10,"10""",300,SA-516-70,"7/8""",0.875,2.18,47.38,66.33,179,197
PB304L-CX300T7/8S10,"10""",300,304L,"7/8""",0.875,6.01,49.49,69.29,451,497
PB316L-CX300T7/8S10,"10""",300,316L,"7/8""",0.875,7.48,50.06,70.08,559,615
PBAL6061-CX300T7/8S10,"10""",300,AL-6061,"7/8""",0.875,5.1,16.69,23.37,154,170
PB304-CX300T1S10,"10""",300,304,"1""",1,5.55,56.56,79.18,474,522
PBSA36-CX300T1S10,"10""",300,SA-36,"1""",1,1.87,54.14,75.8,177,195
PBSA516-70-CX300T1S10,"10""",300,SA-516-70,"1""",1,2.18,54.14,75.8,200,221
PB304L-CX300T1S10,"10""",300,304L,"1""",1,6.01,56.56,79.18,511,563
PB316L-CX300T1S10,"10""",300,316L,"1""",1,7.48,57.21,80.09,634,698
PBAL6061-CX300T1S10,"10""",300,AL-6061,"1""",1,5.1,19.08,26.71,171,189
PB304-CX300T1-1/8S10,"10""",300,304,"1-1/8""",1.125,5.55,63.63,89.08,529,582
PBSA36-CX300T1-1/8S10,"10""",300,SA-36,"1-1/8""",1.125,1.87,60.91,85.27,194,214
PBSA516-70-CX300T1-1/8S10,"10""",300,SA-516-70,"1-1/8""",1.125,2.18,60.91,85.27,221,244
PB304L-CX300T1-1/8S10,"10""",300,304L,"1-1/8""",1.125,6.01,63.63,89.08,570,627
PB316L-CX300T1-1/8S10,"10""",300,316L,"1-1/8""",1.125,7.48,64.36,90.1,709,780
PBAL6061-CX300T1-1/8S10,"10""",300,AL-6061,"1-1/8""",1.125,5.1,21.46,30.04,188,207
PB304-CX300T1-1/4S10,"10""",300,304,"1-1/4""",1.25,5.55,70.7,98.98,584,643
PBSA36-CX300T1-1/4S10,"10""",300,SA-36,"1-1/4""",1.25,1.87,67.68,94.75,212,234
PBSA516-70-CX300T1-1/4S10,"10""",300,SA-516-70,"1-1/4""",1.25,2.18,67.68,94.75,241,266
PB304L-CX300T1-1/4S10,"10""",300,304L,"1-1/4""",1.25,6.01,70.7,98.98,630,693
