partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PBAL6061-CX300T7/8S20,"20""",300,AL-6061,"7/8""",0.875,5,53.88,75.43,430,474
PB304-CX300T1S20,"20""",300,304,"1""",1,5.5,182.58,255.61,1458,1604
PBSA36-CX300T1S20,"20""",300,SA-36,"1""",1,1.85,174.77,244.68,505,556
PBSA516-70-CX300T1S20,"20""",300,SA-516-70,"1""",1,2.15,174.77,244.68,579,637
PB304L-CX300T1S20,"20""",300,304L,"1""",1,5.95,182.58,255.61,1573,1731
PB316L-CX300T1S20,"20""",300,316L,"1""",1,7.4,184.65,258.51,1965,2162
PBAL6061-CX300T1S20,"20""",300,AL-6061,"1""",1,5,61.58,86.21,484,533
PB304-CX300T1-1/8S20,"20""",300,304,"1-1/8""",1.125,5.5,205.4,287.56,1634,1798
PBSA36-CX300T1-1/8S20,"20""",300,SA-36,"1-1/8""",1.125,1.85,196.61,275.25,562,619
PBSA516-70-CX300T1-1/8S20,"20""",300,SA-516-70,"1-1/8""",1.125,2.15,196.61,275.25,644,709
PB304L-CX300T1-1/8S20,"20""",300,304L,"1-1/8""",1.125,5.95,205.4,287.56,1763,1940
PB316L-CX300T1-1/8S20,"20""",300,316L,"1-1/8""",1.125,7.4,207.73,290.82,2205,2426
PBAL6061-CX300T1-1/8S20,"20""",300,AL-6061,"1-1/8""",1.125,5,69.28,96.99,537,591
PB304-CX300T1-1/4S20,"20""",300,304,"1-1/4""",1.25,5.5,228.22,319.51,1810,1992
PBSA36-CX300T1-1/4S20,"20""",300,SA-36,"1-1/4""",1.25,1.85,218.46,305.84,618,680
PBSA516-70-CX300T1-1/4S20,"20""",300,SA-516-70,"1-1/4""",1.25,2.15,218.46,305.84,710,782
PB304L-CX300T1-1/4S20,"20""",300,304L,"1-1/4""",1.25,5.95,228.22,319.51,1954,2150
PB316L-CX300T1-1/4S20,"20""",300,316L,"1-1/4""",1.25,7.4,230.82,323.15,2444,2689
PBAL6061-CX300T1-1/4S20,"20""",300,AL-6061,"1-1/4""",1.25,5,76.97,107.76,591,651
PB304-CX300T1-3/8S20,"20""",300,304,"1-3/8""",1.375,5.5,251.04,351.46,1985,2184
PBSA36-CX300T1-3/8S20,"20""",300,SA-36,"1-3/8""",1.375,1.85,240.31,336.43,675,743
PBSA516-70-CX300T1-3/8S20,"20""",300,SA-516-70,"1-3/8""",1.375,2.15,240.31,336.43,776,854
PB304L-CX300T1-3/8S20,"20""",300,304L,"1-3/8""",1.375,5.95,251.04,351.46,2144,2359
PB316L-CX300T1-3/8S20,"20""",300,316L,"1-3/8""",1.375,7.4,253.9,355.46,2683,2952
PBAL6061-CX300T1-3/8S20,"20""",300,AL-6061,"1-3/8""",1.375,5,84.67,118.54,645,710
PB304-CX300T1-1/2S20,"20""",300,304,"1-1/2""",1.5,5.5,273.87,383.42,2161,2378
PBSA36-CX300T1-1/2S20,"20""",300,SA-36,"1-1/2""",1.5,1.85,262.15,367.01,731,805
PBSA516-70-CX300T1-1/2S20,"20""",300,SA-516-70,"1-1/2""",1.5,2.15,262.15,367.01,842,927
PB304L-CX300T1-1/2S20,"20""",300,304L,"1-1/2""",1.5,5.95,273.87,383.42,2334,2568
PB316L-CX300T1-1/2S20,"20""",300,316L,"1-1/2""",1.5,7.4,276.98,387.77,2922,3215
PBAL6061-CX300T1-1/2S20,"20""",300,AL-6061,"1-1/2""",1.5,5,92.37,129.32,699,769
PB304-CX300T1-5/8S20,"20""",300,304,"1-5/8""",1.625,5.5,296.69,415.37,2337,2571
PBSA36-CX300T1-5/8S20,"20""",300,SA-36,"1-5/8""",1.625,1.85,284,397.6,788,867
PBSA516-70-CX300T1-5/8S20,"20""",300,SA-516-70,"1-5/8""",1.625,2.15,284,397.6,907,998
PB304L-CX300T1-5/8S20,"20""",300,304L,"1-5/8""",1.625,5.95,296.69,415.37,2524,2777
PB316L-CX300T1-5/8S20,"20""",300,316L,"1-5/8""",1.625,7.4,300.06,420.08,3161,3478
PBAL6061-CX300T1-5/8S20,"20""",300,AL-6061,"1-5/8""",1.625,5,100.07,140.1,753,829
PB304-CX300T1-3/4S20,"20""",300,304,"1-3/4""",1.75,5.5,319.51,447.31,2513,2765
PBSA36-CX300T1-3/4S20,"20""",300,SA-36,"1-3/4""",1.75,1.85,305.84,428.18,845,930
PBSA516-70-CX300T1-3/4S20,"20""",300,SA-516-70,"1-3/4""",1.75,2.15,305.84,428.18,973,1071
PB304L-CX300T1-3/4S20,"20""",300,304L,"1-3/4""",1.75,5.95,319.51,447.31,2714,2986
PB316L-CX300T1-3/4S20,"20""",300,316L,"1-3/4""",1.75,7.4,323.14,452.4,3400,3741
PBAL6061-CX300T1-3/4S20,"20""",300,AL-6061,"1-3/4""",1.75,5,107.76,150.86,807,888
PB304-CX300T1-7/8S20,"20""",300,304,"1-7/8""",1.875,5.5,342.33,479.26,2688,2957
PBSA36-CX300T1-7/8S20,"20""",300,SA-36,"1-7/8""",1.875,1.85,327.69,458.77,901,992
PBSA516-70-CX300T1-7/8S20,"20""",300,SA-516-70,"1-7/8""",1.875,2.15,327.69,458.77,1039,1143
PB304L-CX300T1-7/8S20,"20""",300,304L,"1-7/8""",1.875,5.95,342.33,479.26,2904,3195
PB316L-CX300T1-7/8S20,"20""",300,316L,"1-7/8""",1.875,7.4,346.22,484.71,3639,4003
PBAL6061-CX300T1-7/8S20,"20""",300,AL-6061,"1-7/8""",1.875,5,115.46,161.64,861,948
PB304-CX300T2S20,"20""",300,304,"2""",2,5.5,365.15,511.21,2864,3151
PBSA36-CX300T2S20,"20""",300,SA-36,"2""",2,1.85,349.54,489.36,958,1054
PBSA516-70-CX300T2S20,"20""",300,SA-516-70,"2""",2,2.15,349.54,489.36,1105,1216
PB304L-CX300T2S20,"20""",300,304L,"2""",2,5.95,365.15,511.21,3094,3404
PB316L-CX300T2S20,"20""",300,316L,"2""",2,7.4,369.31,517.03,3878,4266
PBAL6061-CX300T2S20,"20""",300,AL-6061,"2""",2,5,123.16,172.42,915,1007
PB304-CX300T2-1/4S20,"20""",300,304,"2-1/4""",2.25,5.5,410.8,575.12,3216,3538
PBSA36-CX300T2-1/4S20,"20""",300,SA-36,"2-1/4""",2.25,1.85,393.23,550.52,1071,1179
PBSA516-70-CX300T2-1/4S20,"20""",300,SA-516-70,"2-1/4""",2.25,2.15,393.23,550.52,1236,1360
PB304L-CX300T2-1/4S20,"20""",300,304L,"2-1/4""",2.25,5.95,410.8,575.12,3474,3822
PB316L-CX300T2-1/4S20,"20""",300,316L,"2-1/4""",2.25,7.4,415.47,581.66,4357,4793
PBAL6061-CX300T2-1/4S20,"20""",300,AL-6061,"2-1/4""",2.25,5,138.55,193.97,1022,1125
PB304-CX300T2-1/2S20,"20""",300,304,"2-1/2""",2.5,5.5,456.44,639.02,3567,3924
PBSA36-CX300T2-1/2S20,"20""",300,SA-36,"2-1/2""",2.5,1.85,436.92,611.69,1184,1303
PBSA516-70-CX300T2-1/2S20,"20""",300,SA-516-70,"2-1/2""",2.5,2.15,436.92,611.69,1368,1505
PB304L-CX300T2-1/2S20,"20""",300,304L,"2-1/2""",2.5,5.95,456.44,639.02,3855,4241
PB316L-CX300T2-1/2S20,"20""",300,316L,"2-1/2""",2.5,7.4,461.63,646.28,4835,5319
PBAL6061-CX300T2-1/2S20,"20""",300,AL-6061,"2-1/2""",2.5,5,153.95,215.53,1130,1243
PB304-CX300T3S20,"20""",300,304,"3""",3,5.5,547.73,766.82,4270,4697
PBSA36-CX300T3S20,"20""",300,SA-36,"3""",3,1.85,524.3,734.02,1410,1552
PBSA516-70-CX300T3S20,"20""",300,SA-516-70,"3""",3,2.15,524.3,734.02,1631,1795
PB304L-CX300T3S20,"20""",300,304L,"3""",3,5.95,547.73,766.82,4615,5077
PB316L-CX300T3S20,"20""",300,316L,"3""",3,7.4,553.96,775.54,5791,6371
PBAL6061-CX300T3S20,"20""",300,AL-6061,"3""",3,5,184.74,258.64,1346,1481
PB304-CX300T11GAS24,"24""",300,304,11 Gauge,0.1196,5.5,30.61,42.85,292,322
PBSA36-CX300T11GAS24,"24""",300,SA-36,11 Gauge,0.1196,1.85,29.3,41.02,133,147
PBSA516-70-CX300T11GAS24,"24""",300,SA-516-70,11 Gauge,0.1196,2.15,29.3,41.02,145,160
PB304L-CX300T11GAS24,"24""",300,304L,11 Gauge,0.1196,5.95,30.61,42.85,312,344
PB316L-CX300T11GAS24,"24""",300,316L,11 Gauge,0.1196,7.4,30.95,43.33,377,415
PBAL6061-CX300T11GAS24,"24""",300,AL-6061,11 Gauge,0.1196,5,10.32,14.45,129,142
PB304-CX300T1/8S24,"24""",300,304,"1/8""",0.125,5.5,31.99,44.79,303,334
PBSA36-CX300T1/8S24,"24""",300,SA-36,"1/8""",0.125,1.85,30.62,42.87,136,150
PBSA516-70-CX300T1/8S24,"24""",300,SA-516-70,"1/8""",0.125,2.15,30.62,42.87,149,164
PB304L-CX300T1/8S24,"24""",300,304L,"1/8""",0.125,5.95,31.99,44.79,323,356
PB316L-CX300T1/8S24,"24""",300,316L,"1/8""",0.125,7.4,32.35,45.29,392,432
PBAL6061-CX300T1/8S24,"24""",300,AL-6061,"1/8""",0.125,5,10.79,15.11,132,146
PB304-CX300T3/16S24,"24""",300,304,"3/16""",0.1875,5.5,47.98,67.17,426,469
PBSA36-CX300T3/16S24,"24""",300,SA-36,"3/16""",0.1875,1.85,45.93,64.3,176,194
PBSA516-70-CX300T3/16S24,"24""",300,SA-516-70,"3/16""",0.1875,2.15,45.93,64.3,195,215
PB304L-CX300T3/16S24,"24""",300,304L,"3/16""",0.1875,5.95,47.98,67.17,456,502
PB316L-CX300T3/16S24,"24""",300,316L,"3/16""",0.1875,7.4,48.53,67.94,559,615
PBAL6061-CX300T3/16S24,"24""",300,AL-6061,"3/16""",0.1875,5,16.18,22.65,170,188
PB304-CX300T1/4S24,"24""",300,304,"1/4""",0.25,5.5,63.98,89.57,549,604
PBSA36-CX300T1/4S24,"24""",300,SA-36,"1/4""",0.25,1.85,61.24,85.74,215,237
PBSA516-70-CX300T1/4S24,"24""",300,SA-516-70,"1/4""",0.25,2.15,61.24,85.74,241,266
PB304L-CX300T1/4S24,"24""",300,304L,"1/4""",0.25,5.95,63.98,89.57,590,649
PB316L-CX300T1/4S24,"24""",300,316L,"1/4""",0.25,7.4,64.7,90.58,727,800
PBAL6061-CX300T1/4S24,"24""",300,AL-6061,"1/4""",0.25,5,21.58,30.21,208,229
PB304-CX300T5/16S24,"24""",300,304,"5/16""",0.3125,5.5,79.97,111.96,672,740
PBSA36-CX300T5/16S24,"24""",300,SA-36,"5/16""",0.3125,1.85,76.55,107.17,255,281
PBSA516-70-CX300T5/16S24,"24""",300,SA-516-70,"5/16""",0.3125,2.15,76.55,107.17,287,316
PB304L-CX300T5/16S24,"24""",300,304L,"5/16""",0.3125,5.95,79.97,111.96,723,796
PB316L-CX300T5/16S24,"24""",300,316L,"5/16""",0.3125,7.4,80.88,113.23,895,985
PBAL6061-CX300T5/16S24,"24""",300,AL-6061,"5/16""",0.3125,5,26.97,37.76,245,270
PB304-CX300T3/8S24,"24""",300,304,"3/8""",0.375,5.5,95.96,134.34,796,876
PBSA36-CX300T3/8S24,"24""",300,SA-36,"3/8""",0.375,1.85,91.86,128.6,295,325
PBSA516-70-CX300T3/8S24,"24""",300,SA-516-70,"3/8""",0.375,2.15,91.86,128.6,333,367
PB304L-CX300T3/8S24,"24""",300,304L,"3/8""",0.375,5.95,95.96,134.34,856,942
PB316L-CX300T3/8S24,"24""",300,316L,"3/8""",0.375,7.4,97.05,135.87,1062,1169
PBAL6061-CX300T3/8S24,"24""",300,AL-6061,"3/8""",0.375,5,32.37,45.32,283,312
PB304-CX300T1/2S24,"24""",300,304,"1/2""",0.5,5.5,127.95,179.13,1042,1147
PBSA36-CX300T1/2S24,"24""",300,SA-36,"1/2""",0.5,1.85,122.48,171.47,374,412
PBSA516-70-CX300T1/2S24,"24""",300,SA-516-70,"1/2""",0.5,2.15,122.48,171.47,425,468
PB304L-CX300T1/2S24,"24""",300,304L,"1/2""",0.5,5.95,127.95,179.13,1122,1235
PB316L-CX300T1/2S24,"24""",300,316L,"1/2""",0.5,7.4,129.41,181.17,1397,1537
PBAL6061-CX300T1/2S24,"24""",300,AL-6061,"1/2""",0.5,5,43.16,60.42,359,395
PB304-CX300T5/8S24,"24""",300,304,"5/8""",0.625,5.5,159.94,223.92,1288,1417
PBSA36-CX300T5/8S24,"24""",300,SA-36,"5/8""",0.625,1.85,153.1,214.34,453,499
PBSA516-70-CX300T5/8S24,"24""",300,SA-516-70,"5/8""",0.625,2.15,153.1,214.34,517,569
PB304L-CX300T5/8S24,"24""",300,304L,"5/8""",0.625,5.95,159.94,223.92,1389,1528
PB316L-CX300T5/8S24,"24""",300,316L,"5/8""",0.625,7.4,161.76,226.46,1732,1906
PBAL6061-CX300T5/8S24,"24""",300,AL-6061,"5/8""",0.625,5,53.94,75.52,434,478
PB304-CX300T3/4S24,"24""",300,304,"3/4""",0.75,5.5,191.93,268.7,1534,1688
PBSA36-CX300T3/4S24,"24""",300,SA-36,"3/4""",0.75,1.85,183.72,257.21,532,586
PBSA516-70-CX300T3/4S24,"24""",300,SA-516-70,"3/4""",0.75,2.15,183.72,257.21,610,671
PB304L-CX300T3/4S24,"24""",300,304L,"3/4""",0.75,5.95,191.93,268.7,1655,1821
PB316L-CX300T3/4S24,"24""",300,316L,"3/4""",0.75,7.4,194.11,271.75,2068,2275
PBAL6061-CX300T3/4S24,"24""",300,AL-6061,"3/4""",0.75,5,64.73,90.62,510,561
PB304-CX300T7/8S24,"24""",300,304,"7/8""",0.875,5.5,223.91,313.47,1781,1960
PBSA36-CX300T7/8S24,"24""",300,SA-36,"7/8""",0.875,1.85,214.34,300.08,612,674
PBSA516-70-CX300T7/8S24,"24""",300,SA-516-70,"7/8""",0.875,2.15,214.34,300.08,702,773
PB304L-CX300T7/8S24,"24""",300,304L,"7/8""",0.875,5.95,223.91,313.47,1922,2115
PB316L-CX300T7/8S24,"24""",300,316L,"7/8""",0.875,7.4,226.46,317.04,2403,2644
PBAL6061-CX300T7/8S24,"24""",300,AL-6061,"7/8""",0.875,5,75.52,105.73,585,644
PB304-CX300T1S24,"24""",300,304,"1""",1,5.5,255.9,358.26,2027,2230
PBSA36-CX300T1S24,"24""",300,SA-36,"1""",1,1.85,244.96,342.94,691,761
PBSA516-70-CX300T1S24,"24""",300,SA-516-70,"1""",1,2.15,244.96,342.94,794,874
PB304L-CX300T1S24,"24""",300,304L,"1""",1,5.95,255.9,358.26,2188,2407
PB316L-CX300T1S24,"24""",300,316L,"1""",1,7.4,258.81,362.33,2738,3012
PBAL6061-CX300T1S24,"24""",300,AL-6061,"1""",1,5,86.31,120.83,661,728
PB304-CX300T1-1/8S24,"24""",300,304,"1-1/8""",1.125,5.5,287.89,403.05,2273,2501
PBSA36-CX300T1-1/8S24,"24""",300,SA-36,"1-1/8""",1.125,1.85,275.57,385.8,770,848
PBSA516-70-CX300T1-1/8S24,"24""",300,SA-516-70,"1-1/8""",1.125,2.15,275.57,385.8,886,975
PB304L-CX300T1-1/8S24,"24""",300,304L,"1-1/8""",1.125,5.95,287.89,403.05,2455,2701
PB316L-CX300T1-1/8S24,"24""",300,316L,"1-1/8""",1.125,7.4,291.16,407.62,3073,3381
PBAL6061-CX300T1-1/8S24,"24""",300,AL-6061,"1-1/8""",1.125,5,97.1,135.94,736,810
PB304-CX300T1-1/4S24,"24""",300,304,"1-1/4""",1.25,5.5,319.88,447.83,2520,2772
PBSA36-CX300T1-1/4S24,"24""",300,SA-36,"1-1/4""",1.25,1.85,306.19,428.67,850,936
PBSA516-70-CX300T1-1/4S24,"24""",300,SA-516-70,"1-1/4""",1.25,2.15,306.19,428.67,978,1076
PB304L-CX300T1-1/4S24,"24""",300,304L,"1-1/4""",1.25,5.95,319.88,447.83,2721,2994
PB316L-CX300T1-1/4S24,"24""",300,316L,"1-1/4""",1.25,7.4,323.51,452.91,3408,3749
PBAL6061-CX300T1-1/4S24,"24""",300,AL-6061,"1-1/4""",1.25,5,107.89,151.05,812,894
PB304-CX300T1-3/8S24,"24""",300,304,"1-3/8""",1.375,5.5,351.86,492.6,2766,3043
PBSA36-CX300T1-3/8S24,"24""",300,SA-36,"1-3/8""",1.375,1.85,336.81,471.53,929,1022
PBSA516-70-CX300T1-3/8S24,"24""",300,SA-516-70,"1-3/8""",1.375,2.15,336.81,471.53,1070,1177
PB304L-CX300T1-3/8S24,"24""",300,304L,"1-3/8""",1.375,5.95,351.86,492.6,2988,3287
PB316L-CX300T1-3/8S24,"24""",300,316L,"1-3/8""",1.375,7.4,355.86,498.2,3743,4118
PBAL6061-CX300T1-3/8S24,"24""",300,AL-6061,"1-3/8""",1.375,5,118.68,166.15,887,976
PB304-CX300T1-1/2S24,"24""",300,304,"1-1/2""",1.5,5.5,383.85,537.39,3012,3314
PBSA36-CX300T1-1/2S24,"24""",300,SA-36,"1-1/2""",1.5,1.85,367.43,514.4,1008,1109
PBSA516-70-CX300T1-1/2S24,"24""",300,SA-516-70,"1-1/2""",1.5,2.15,367.43,514.4,1163,1280
PB304L-CX300T1-1/2S24,"24""",300,304L,"1-1/2""",1.5,5.95,383.85,537.39,3254,3580
PB316L-CX300T1-1/2S24,"24""",300,316L,"1-1/2""",1.5,7.4,388.22,543.51,4079,4487
PBAL6061-CX300T1-1/2S24,"24""",300,AL-6061,"1-1/2""",1.5,5,129.47,181.26,963,1060
PB304-CX300T1-5/8S24,"24""",300,304,"1-5/8""",1.625,5.5,415.84,582.18,3259,3585
PBSA36-CX300T1-5/8S24,"24""",300,SA-36,"1-5/8""",1.625,1.85,398.05,557.27,1088,1197
PBSA516-70-CX300T1-5/8S24,"24""",300,SA-516-70,"1-5/8""",1.625,2.15,398.05,557.27,1255,1381
PB304L-CX300T1-5/8S24,"24""",300,304L,"1-5/8""",1.625,5.95,415.84,582.18,3521,3874
PB316L-CX300T1-5/8S24,"24""",300,316L,"1-5/8""",1.625,7.4,420.57,588.8,4414,4856
PBAL6061-CX300T1-5/8S24,"24""",300,AL-6061,"1-5/8""",1.625,5,140.25,196.35,1038,1142
PB304-CX300T1-3/4S24,"24""",300,304,"1-3/4""",1.75,5.5,447.83,626.96,3505,3856
PBSA36-CX300T1-3/4S24,"24""",300,SA-36,"1-3/4""",1.75,1.85,428.67,600.14,1167,1284
PBSA516-70-CX300T1-3/4S24,"24""",300,SA-516-70,"1-3/4""",1.75,2.15,428.67,600.14,1347,1482
PB304L-CX300T1-3/4S24,"24""",300,304L,"1-3/4""",1.75,5.95,447.83,626.96,3787,4166
PB316L-CX300T1-3/4S24,"24""",300,316L,"1-3/4""",1.75,7.4,452.92,634.09,4749,5224
PBAL6061-CX300T1-3/4S24,"24""",300,AL-6061,"1-3/4""",1.75,5,151.04,211.46,1114,1226
PB304-CX300T1-7/8S24,"24""",300,304,"1-7/8""",1.875,5.5,479.82,671.75,3751,4127
PBSA36-CX300T1-7/8S24,"24""",300,SA-36,"1-7/8""",1.875,1.85,459.29,643.01,1246,1371
PBSA516-70-CX300T1-7/8S24,"24""",300,SA-516-70,"1-7/8""",1.875,2.15,459.29,643.01,1439,1583
PB304L-CX300T1-7/8S24,"24""",300,304L,"1-7/8""",1.875,5.95,479.82,671.75,4054,4460
PB316L-CX300T1-7/8S24,"24""",300,316L,"1-7/8""",1.875,7.4,485.27,679.38,5084,5593
PBAL6061-CX300T1-7/8S24,"24""",300,AL-6061,"1-7/8""",1.875,5,161.83,226.56,1189,1308
PB304-CX300T2S24,"24""",300,304,"2""",2,5.5,511.8,716.52,3998,4398
PBSA36-CX300T2S24,"24""",300,SA-36,"2""",2,1.85,489.91,685.87,1326,1459
PBSA516-70-CX300T2S24,"24""",300,SA-516-70,"2""",2,2.15,489.91,685.87,1531,1685
PB304L-CX300T2S24,"24""",300,304L,"2""",2,5.95,511.8,716.52,4320,4752
PB316L-CX300T2S24,"24""",300,316L,"2""",2,7.4,517.62,724.67,5419,5961
PBAL6061-CX300T2S24,"24""",300,AL-6061,"2""",2,5,172.62,241.67,1265,1392
PB304-CX300T2-1/4S24,"24""",300,304,"2-1/4""",2.25,5.5,575.78,806.09,4490,4939
PBSA36-CX300T2-1/4S24,"24""",300,SA-36,"2-1/4""",2.25,1.85,551.15,771.61,1484,1633
PBSA516-70-CX300T2-1/4S24,"24""",300,SA-516-70,"2-1/4""",2.25,2.15,551.15,771.61,1716,1888
PB304L-CX300T2-1/4S24,"24""",300,304L,"2-1/4""",2.25,5.95,575.78,806.09,4853,5339
PB316L-CX300T2-1/4S24,"24""",300,316L,"2-1/4""",2.25,7.4,582.32,815.25,6089,6698
PBAL6061-CX300T2-1/4S24,"24""",300,AL-6061,"2-1/4""",2.25,5,194.2,271.88,1416,1558
PB304-CX300T2-1/2S24,"24""",300,304,"2-1/2""",2.5,5.5,639.75,895.65,4983,5482
PBSA36-CX300T2-1/2S24,"24""",300,SA-36,"2-1/2""",2.5,1.85,612.39,857.35,1643,1808
PBSA516-70-CX300T2-1/2S24,"24""",300,SA-516-70,"2-1/2""",2.5,2.15,612.39,857.35,1900,2090
PB304L-CX300T2-1/2S24,"24""",300,304L,"2-1/2""",2.5,5.95,639.75,895.65,5386,5925
PB316L-CX300T2-1/2S24,"24""",300,316L,"2-1/2""",2.5,7.4,647.03,905.84,6760,7437
PBAL6061-CX300T2-1/2S24,"24""",300,AL-6061,"2-1/2""",2.5,5,215.78,302.09,1567,1724
PB304-CX300T3S24,"24""",300,304,"3""",3,5.5,767.7,1074.78,5968,6565
PBSA36-CX300T3S24,"24""",300,SA-36,"3""",3,1.85,734.87,1028.82,1960,2156
PBSA516-70-CX300T3S24,"24""",300,SA-516-70,"3""",3,2.15,734.87,1028.82,2269,2496
PB304L-CX300T3S24,"24""",300,304L,"3""",3,5.95,767.7,1074.78,6452,7098
PB316L-CX300T3S24,"24""",300,316L,"3""",3,7.4,776.43,1087,8100,8910
PBAL6061-CX300T3S24,"24""",300,AL-6061,"3""",3,5,258.93,362.5,1869,2056
PB304-CX600T11GAS1/2,"1/2""",600,304,11 Gauge,0.1196,5.5,0.23,0.32,37,41
PBSA36-CX600T11GAS1/2,"1/2""",600,SA-36,11 Gauge,0.1196,1.85,0.22,0.31,35,39
PBSA516-70-CX600T11GAS1/2,"1/2""",600,SA-516-70,11 Gauge,0.1196,2.15,0.22,0.31,36,40
PB304L-CX600T11GAS1/2,"1/2""",600,304L,11 Gauge,0.1196,5.95,0.23,0.32,37,41
PB316L-CX600T11GAS1/2,"1/2""",600,316L,11 Gauge,0.1196,7.4,0.24,0.34,37,41
PBAL6061-CX600T11GAS1/2,"1/2""",600,AL-6061,11 Gauge,0.1196,5,0.1,0.15,35,39
PB304-CX600T1/8S1/2,"1/2""",600,304,"1/8""",0.125,5.5,0.25,0.35,37,41
PBSA36-CX600T1/8S1/2,"1/2""",600,SA-36,"1/8""",0.125,1.85,0.23,0.32,35,39
PBSA516-70-CX600T1/8S1/2,"1/2""",600,SA-516-70,"1/8""",0.125,2.15,0.23,0.32,36,40
PB304L-CX600T1/8S1/2,"1/2""",600,304L,"1/8""",0.125,5.95,0.25,0.35,37,41
PB316L-CX600T1/8S1/2,"1/2""",600,316L,"1/8""",0.125,7.4,0.25,0.35,37,41
PBAL6061-CX600T1/8S1/2,"1/2""",600,AL-6061,"1/8""",0.125,5,0.1,0.15,35,39
PB304-CX600T3/16S1/2,"1/2""",600,304,"3/16""",0.1875,5.5,0.37,0.52,38,42
PBSA36-CX600T3/16S1/2,"1/2""",600,SA-36,"3/16""",0.1875,1.85,0.35,0.49,36,40
PBSA516-70-CX600T3/16S1/2,"1/2""",600,SA-516-70,"3/16""",0.1875,2.15,0.35,0.49,36,40
PB304L-CX600T3/16S1/2,"1/2""",600,304L,"3/16""",0.1875,5.95,0.37,0.52,38,42
PB316L-CX600T3/16S1/2,"1/2""",600,316L,"3/16""",0.1875,7.4,0.37,0.52,39,43
PBAL6061-CX600T3/16S1/2,"1/2""",600,AL-6061,"3/16""",0.1875,5,0.12,0.17,36,40
PB304-CX600T1/4S1/2,"1/2""",600,304,"1/4""",0.25,5.5,0.49,0.69,39,43
PBSA36-CX600T1/4S1/2,"1/2""",600,SA-36,"1/4""",0.25,1.85,0.47,0.66,36,40
PBSA516-70-CX600T1/4S1/2,"1/2""",600,SA-516-70,"1/4""",0.25,2.15,0.47,0.66,36,40
PB304L-CX600T1/4S1/2,"1/2""",600,304L,"1/4""",0.25,5.95,0.49,0.69,39,43
PB316L-CX600T1/4S1/2,"1/2""",600,316L,"1/4""",0.25,7.4,0.5,0.7,40,44
PBAL6061-CX600T1/4S1/2,"1/2""",600,AL-6061,"1/4""",0.25,5,0.17,0.24,36,40
PB304-CX600T5/16S1/2,"1/2""",600,304,"5/16""",0.3125,5.5,0.61,0.85,40,44
PBSA36-CX600T5/16S1/2,"1/2""",600,SA-36,"5/16""",0.3125,1.85,0.59,0.83,36,40
PBSA516-70-CX600T5/16S1/2,"1/2""",600,SA-516-70,"5/16""",0.3125,2.15,0.59,0.83,37,41
PB304L-CX600T5/16S1/2,"1/2""",600,304L,"5/16""",0.3125,5.95,0.61,0.85,40,44
PB316L-CX600T5/16S1/2,"1/2""",600,316L,"5/16""",0.3125,7.4,0.62,0.87,41,46
PBAL6061-CX600T5/16S1/2,"1/2""",600,AL-6061,"5/16""",0.3125,5,0.21,0.29,36,40
PB304-CX600T3/8S1/2,"1/2""",600,304,"3/8""",0.375,5.5,0.74,1.04,41,46
PBSA36-CX600T3/8S1/2,"1/2""",600,SA-36,"3/8""",0.375,1.85,0.7,0.98,37,41
PBSA516-70-CX600T3/8S1/2,"1/2""",600,SA-516-70,"3/8""",0.375,2.15,0.7,0.98,37,41
PB304L-CX600T3/8S1/2,"1/2""",600,304L,"3/8""",0.375,5.95,0.74,1.04,41,46
PB316L-CX600T3/8S1/2,"1/2""",600,316L,"3/8""",0.375,7.4,0.74,1.04,43,48
PBAL6061-CX600T3/8S1/2,"1/2""",600,AL-6061,"3/8""",0.375,5,0.25,0.35,37,41
PB304-CX600T1/2S1/2,"1/2""",600,304,"1/2""",0.5,5.5,0.98,1.37,42,47
PBSA36-CX600T1/2S1/2,"1/2""",600,SA-36,"1/2""",0.5,1.85,0.94,1.32,37,41
PBSA516-70-CX600T1/2S1/2,"1/2""",600,SA-516-70,"1/2""",0.5,2.15,0.94,1.32,38,42
PB304L-CX600T1/2S1/2,"1/2""",600,304L,"1/2""",0.5,5.95,0.98,1.37,43,48
PB316L-CX600T1/2S1/2,"1/2""",600,316L,"1/2""",0.5,7.4,0.99,1.39,45,50
PBAL6061-CX600T1/2S1/2,"1/2""",600,AL-6061,"1/2""",0.5,5,0.33,0.46,37,41
PB304-CX600T5/8S1/2,"1/2""",600,304,"5/8""",0.625,5.5,1.23,1.72,44,49
PBSA36-CX600T5/8S1/2,"1/2""",600,SA-36,"5/8""",0.625,1.85,1.17,1.64,38,42
PBSA516-70-CX600T5/8S1/2,"1/2""",600,SA-516-70,"5/8""",0.625,2.15,1.17,1.64,38,42
PB304L-CX600T5/8S1/2,"1/2""",600,304L,"5/8""",0.625,5.95,1.23,1.72,45,50
PB316L-CX600T5/8S1/2,"1/2""",600,316L,"5/8""",0.625,7.4,1.24,1.74,48,53
PBAL6061-CX600T5/8S1/2,"1/2""",600,AL-6061,"5/8""",0.625,5,0.41,0.57,38,42
PB304-CX600T3/4S1/2,"1/2""",600,304,"3/4""",0.75,5.5,1.47,2.06,46,51
PBSA36-CX600T3/4S1/2,"1/2""",600,SA-36,"3/4""",0.75,1.85,1.41,1.97,38,42
