partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PBSA516-70-CX600T3/4S1/2,"1/2""",600,SA-516-70,"3/4""",0.75,2.15,1.41,1.97,39,43
PB304L-CX600T3/4S1/2,"1/2""",600,304L,"3/4""",0.75,5.95,1.47,2.06,47,52
PB316L-CX600T3/4S1/2,"1/2""",600,316L,"3/4""",0.75,7.4,1.49,2.09,50,56
PBAL6061-CX600T3/4S1/2,"1/2""",600,AL-6061,"3/4""",0.75,5,0.5,0.7,38,42
PB304-CX600T7/8S1/2,"1/2""",600,304,"7/8""",0.875,5.5,1.72,2.41,48,53
PBSA36-CX600T7/8S1/2,"1/2""",600,SA-36,"7/8""",0.875,1.85,1.64,2.3,39,43
PBSA516-70-CX600T7/8S1/2,"1/2""",600,SA-516-70,"7/8""",0.875,2.15,1.64,2.3,40,44
PB304L-CX600T7/8S1/2,"1/2""",600,304L,"7/8""",0.875,5.95,1.72,2.41,49,54
PB316L-CX600T7/8S1/2,"1/2""",600,316L,"7/8""",0.875,7.4,1.74,2.44,53,59
PBAL6061-CX600T7/8S1/2,"1/2""",600,AL-6061,"7/8""",0.875,5,0.58,0.81,39,43
PB304-CX600T1S1/2,"1/2""",600,304,"1""",1,5.5,1.96,2.74,50,56
PBSA36-CX600T1S1/2,"1/2""",600,SA-36,"1""",1,1.85,1.88,2.63,40,44
PBSA516-70-CX600T1S1/2,"1/2""",600,SA-516-70,"1""",1,2.15,1.88,2.63,41,46
PB304L-CX600T1S1/2,"1/2""",600,304L,"1""",1,5.95,1.96,2.74,51,57
PB316L-CX600T1S1/2,"1/2""",600,316L,"1""",1,7.4,1.99,2.79,55,61
PBAL6061-CX600T1S1/2,"1/2""",600,AL-6061,"1""",1,5,0.66,0.92,39,43
PB304-CX600T1-1/8S1/2,"1/2""",600,304,"1-1/8""",1.125,5.5,2.21,3.09,52,58
PBSA36-CX600T1-1/8S1/2,"1/2""",600,SA-36,"1-1/8""",1.125,1.85,2.11,2.95,40,44
PBSA516-70-CX600T1-1/8S1/2,"1/2""",600,SA-516-70,"1-1/8""",1.125,2.15,2.11,2.95,41,46
PB304L-CX600T1-1/8S1/2,"1/2""",600,304L,"1-1/8""",1.125,5.95,2.21,3.09,53,59
PB316L-CX600T1-1/8S1/2,"1/2""",600,316L,"1-1/8""",1.125,7.4,2.23,3.12,58,64
PBAL6061-CX600T1-1/8S1/2,"1/2""",600,AL-6061,"1-1/8""",1.125,5,0.74,1.04,40,44
PB304-CX600T1-1/4S1/2,"1/2""",600,304,"1-1/4""",1.25,5.5,2.45,3.43,54,60
PBSA36-CX600T1-1/4S1/2,"1/2""",600,SA-36,"1-1/4""",1.25,1.85,2.35,3.29,41,46
PBSA516-70-CX600T1-1/4S1/2,"1/2""",600,SA-516-70,"1-1/4""",1.25,2.15,2.35,3.29,42,47
PB304L-CX600T1-1/4S1/2,"1/2""",600,304L,"1-1/4""",1.25,5.95,2.45,3.43,55,61
PB316L-CX600T1-1/4S1/2,"1/2""",600,316L,"1-1/4""",1.25,7.4,2.48,3.47,61,68
PBAL6061-CX600T1-1/4S1/2,"1/2""",600,AL-6061,"1-1/4""",1.25,5,0.83,1.16,41,46
PB304-CX600T1-3/8S1/2,"1/2""",600,304,"1-3/8""",1.375,5.5,2.7,3.78,56,62
PBSA36-CX600T1-3/8S1/2,"1/2""",600,SA-36,"1-3/8""",1.375,1.85,2.58,3.61,42,47
PBSA516-70-CX600T1-3/8S1/2,"1/2""",600,SA-516-70,"1-3/8""",1.375,2.15,2.58,3.61,43,48
PB304L-CX600T1-3/8S1/2,"1/2""",600,304L,"1-3/8""",1.375,5.95,2.7,3.78,57,63
PB316L-CX600T1-3/8S1/2,"1/2""",600,316L,"1-3/8""",1.375,7.4,2.73,3.82,63,70
PBAL6061-CX600T1-3/8S1/2,"1/2""",600,AL-6061,"1-3/8""",1.375,5,0.91,1.27,41,46
PB304-CX600T1-1/2S1/2,"1/2""",600,304,"1-1/2""",1.5,5.5,2.94,4.12,58,64
PBSA36-CX600T1-1/2S1/2,"1/2""",600,SA-36,"1-1/2""",1.5,1.85,2.82,3.95,42,47
PBSA516-70-CX600T1-1/2S1/2,"1/2""",600,SA-516-70,"1-1/2""",1.5,2.15,2.82,3.95,43,48
PB304L-CX600T1-1/2S1/2,"1/2""",600,304L,"1-1/2""",1.5,5.95,2.94,4.12,59,65
PB316L-CX600T1-1/2S1/2,"1/2""",600,316L,"1-1/2""",1.5,7.4,2.98,4.17,66,73
PBAL6061-CX600T1-1/2S1/2,"1/2""",600,AL-6061,"1-1/2""",1.5,5,0.99,1.39,42,47
PB304-CX600T1-5/8S1/2,"1/2""",600,304,"1-5/8""",1.625,5.5,3.19,4.47,59,65
PBSA36-CX600T1-5/8S1/2,"1/2""",600,SA-36,"1-5/8""",1.625,1.85,3.05,4.27,43,48
PBSA516-70-CX600T1-5/8S1/2,"1/2""",600,SA-516-70,"1-5/8""",1.625,2.15,3.05,4.27,44,49
PB304L-CX600T1-5/8S1/2,"1/2""",600,304L,"1-5/8""",1.625,5.95,3.19,4.47,61,68
PB316L-CX600T1-5/8S1/2,"1/2""",600,316L,"1-5/8""",1.625,7.4,3.23,4.52,68,75
PBAL6061-CX600T1-5/8S1/2,"1/2""",600,AL-6061,"1-5/8""",1.625,5,1.08,1.51,42,47
PB304-CX600T1-3/4S1/2,"1/2""",600,304,"1-3/4""",1.75,5.5,3.44,4.82,61,68
PBSA36-CX600T1-3/4S1/2,"1/2""",600,SA-36,"1-3/4""",1.75,1.85,3.29,4.61,43,48
PBSA516-70-CX600T1-3/4S1/2,"1/2""",600,SA-516-70,"1-3/4""",1.75,2.15,3.29,4.61,45,50
PB304L-CX600T1-3/4S1/2,"1/2""",600,304L,"1-3/4""",1.75,5.95,3.44,4.82,64,71
PB316L-CX600T1-3/4S1/2,"1/2""",600,316L,"1-3/4""",1.75,7.4,3.47,4.86,71,79
PBAL6061-CX600T1-3/4S1/2,"1/2""",600,AL-6061,"1-3/4""",1.75,5,1.16,1.62,43,48
PB304-CX600T1-7/8S1/2,"1/2""",600,304,"1-7/8""",1.875,5.5,3.68,5.15,63,70
PBSA36-CX600T1-7/8S1/2,"1/2""",600,SA-36,"1-7/8""",1.875,1.85,3.52,4.93,44,49
PBSA516-70-CX600T1-7/8S1/2,"1/2""",600,SA-516-70,"1-7/8""",1.875,2.15,3.52,4.93,45,50
PB304L-CX600T1-7/8S1/2,"1/2""",600,304L,"1-7/8""",1.875,5.95,3.68,5.15,65,72
PB316L-CX600T1-7/8S1/2,"1/2""",600,316L,"1-7/8""",1.875,7.4,3.72,5.21,73,81
PBAL6061-CX600T1-7/8S1/2,"1/2""",600,AL-6061,"1-7/8""",1.875,5,1.24,1.74,44,49
PB304-CX600T2S1/2,"1/2""",600,304,"2""",2,5.5,3.93,5.5,65,72
PBSA36-CX600T2S1/2,"1/2""",600,SA-36,"2""",2,1.85,3.76,5.26,45,50
PBSA516-70-CX600T2S1/2,"1/2""",600,SA-516-70,"2""",2,2.15,3.76,5.26,46,51
PB304L-CX600T2S1/2,"1/2""",600,304L,"2""",2,5.95,3.93,5.5,68,75
PB316L-CX600T2S1/2,"1/2""",600,316L,"2""",2,7.4,3.97,5.56,76,84
PBAL6061-CX600T2S1/2,"1/2""",600,AL-6061,"2""",2,5,1.32,1.85,44,49
PB304-CX600T2-1/4S1/2,"1/2""",600,304,"2-1/4""",2.25,5.5,4.42,6.19,69,76
PBSA36-CX600T2-1/4S1/2,"1/2""",600,SA-36,"2-1/4""",2.25,1.85,4.23,5.92,46,51
PBSA516-70-CX600T2-1/4S1/2,"1/2""",600,SA-516-70,"2-1/4""",2.25,2.15,4.23,5.92,48,53
PB304L-CX600T2-1/4S1/2,"1/2""",600,304L,"2-1/4""",2.25,5.95,4.42,6.19,72,80
PB316L-CX600T2-1/4S1/2,"1/2""",600,316L,"2-1/4""",2.25,7.4,4.47,6.26,81,90
PBAL6061-CX600T2-1/4S1/2,"1/2""",600,AL-6061,"2-1/4""",2.25,5,1.49,2.09,45,50
PB304-CX600T2-1/2S1/2,"1/2""",600,304,"2-1/2""",2.5,5.5,4.91,6.87,73,81
PBSA36-CX600T2-1/2S1/2,"1/2""",600,SA-36,"2-1/2""",2.5,1.85,4.7,6.58,47,52
PBSA516-70-CX600T2-1/2S1/2,"1/2""",600,SA-516-70,"2-1/2""",2.5,2.15,4.7,6.58,49,54
PB304L-CX600T2-1/2S1/2,"1/2""",600,304L,"2-1/2""",2.5,5.95,4.91,6.87,76,84
PB316L-CX600T2-1/2S1/2,"1/2""",600,316L,"2-1/2""",2.5,7.4,4.96,6.94,86,95
PBAL6061-CX600T2-1/2S1/2,"1/2""",600,AL-6061,"2-1/2""",2.5,5,1.66,2.32,46,51
PB304-CX600T3S1/2,"1/2""",600,304,"3""",3,5.5,5.89,8.25,80,88
PBSA36-CX600T3S1/2,"1/2""",600,SA-36,"3""",3,1.85,5.64,7.9,49,54
PBSA516-70-CX600T3S1/2,"1/2""",600,SA-516-70,"3""",3,2.15,5.64,7.9,52,58
PB304L-CX600T3S1/2,"1/2""",600,304L,"3""",3,5.95,5.89,8.25,84,93
PB316L-CX600T3S1/2,"1/2""",600,316L,"3""",3,7.4,5.96,8.34,97,107
PBAL6061-CX600T3S1/2,"1/2""",600,AL-6061,"3""",3,5,1.99,2.79,49,54
PB304-CX600T11GAS3/4,"3/4""",600,304,11 Gauge,0.1196,5.5,0.3,0.42,37,41
PBSA36-CX600T11GAS3/4,"3/4""",600,SA-36,11 Gauge,0.1196,1.85,0.29,0.41,36,40
PBSA516-70-CX600T11GAS3/4,"3/4""",600,SA-516-70,11 Gauge,0.1196,2.15,0.29,0.41,36,40
PB304L-CX600T11GAS3/4,"3/4""",600,304L,11 Gauge,0.1196,5.95,0.3,0.42,37,41
PB316L-CX600T11GAS3/4,"3/4""",600,316L,11 Gauge,0.1196,7.4,0.3,0.42,38,42
PBAL6061-CX600T11GAS3/4,"3/4""",600,AL-6061,11 Gauge,0.1196,5,0.1,0.15,36,40
PB304-CX600T1/8S3/4,"3/4""",600,304,"1/8""",0.125,5.5,0.31,0.43,37,41
PBSA36-CX600T1/8S3/4,"3/4""",600,SA-36,"1/8""",0.125,1.85,0.3,0.42,36,40
PBSA516-70-CX600T1/8S3/4,"3/4""",600,SA-516-70,"1/8""",0.125,2.15,0.3,0.42,36,40
PB304L-CX600T1/8S3/4,"3/4""",600,304L,"1/8""",0.125,5.95,0.31,0.43,37,41
PB316L-CX600T1/8S3/4,"3/4""",600,316L,"1/8""",0.125,7.4,0.31,0.43,38,42
PBAL6061-CX600T1/8S3/4,"3/4""",600,AL-6061,"1/8""",0.125,5,0.11,0.15,36,40
PB304-CX600T3/16S3/4,"3/4""",600,304,"3/16""",0.1875,5.5,0.47,0.66,38,42
PBSA36-CX600T3/16S3/4,"3/4""",600,SA-36,"3/16""",0.1875,1.85,0.45,0.63,36,40
PBSA516-70-CX600T3/16S3/4,"3/4""",600,SA-516-70,"3/16""",0.1875,2.15,0.45,0.63,36,40
PB304L-CX600T3/16S3/4,"3/4""",600,304L,"3/16""",0.1875,5.95,0.47,0.66,39,43
PB316L-CX600T3/16S3/4,"3/4""",600,316L,"3/16""",0.1875,7.4,0.47,0.66,40,44
PBAL6061-CX600T3/16S3/4,"3/4""",600,AL-6061,"3/16""",0.1875,5,0.16,0.22,36,40
PB304-CX600T1/4S3/4,"3/4""",600,304,"1/4""",0.25,5.5,0.62,0.87,40,44
PBSA36-CX600T1/4S3/4,"3/4""",600,SA-36,"1/4""",0.25,1.85,0.6,0.84,36,40
PBSA516-70-CX600T1/4S3/4,"3/4""",600,SA-516-70,"1/4""",0.25,2.15,0.6,0.84,37,41
PB304L-CX600T1/4S3/4,"3/4""",600,304L,"1/4""",0.25,5.95,0.62,0.87,40,44
PB316L-CX600T1/4S3/4,"3/4""",600,316L,"1/4""",0.25,7.4,0.63,0.88,41,46
PBAL6061-CX600T1/4S3/4,"3/4""",600,AL-6061,"1/4""",0.25,5,0.21,0.29,36,40
PB304-CX600T5/16S3/4,"3/4""",600,304,"5/16""",0.3125,5.5,0.78,1.09,41,46
PBSA36-CX600T5/16S3/4,"3/4""",600,SA-36,"5/16""",0.3125,1.85,0.75,1.05,37,41
PBSA516-70-CX600T5/16S3/4,"3/4""",600,SA-516-70,"5/16""",0.3125,2.15,0.75,1.05,37,41
PB304L-CX600T5/16S3/4,"3/4""",600,304L,"5/16""",0.3125,5.95,0.78,1.09,41,46
PB316L-CX600T5/16S3/4,"3/4""",600,316L,"5/16""",0.3125,7.4,0.79,1.11,43,48
PBAL6061-CX600T5/16S3/4,"3/4""",600,AL-6061,"5/16""",0.3125,5,0.26,0.36,37,41
PB304-CX600T3/8S3/4,"3/4""",600,304,"3/8""",0.375,5.5,0.93,1.3,42,47
PBSA36-CX600T3/8S3/4,"3/4""",600,SA-36,"3/8""",0.375,1.85,0.89,1.25,37,41
PBSA516-70-CX600T3/8S3/4,"3/4""",600,SA-516-70,"3/8""",0.375,2.15,0.89,1.25,38,42
PB304L-CX600T3/8S3/4,"3/4""",600,304L,"3/8""",0.375,5.95,0.93,1.3,43,48
PB316L-CX600T3/8S3/4,"3/4""",600,316L,"3/8""",0.375,7.4,0.94,1.32,45,50
PBAL6061-CX600T3/8S3/4,"3/4""",600,AL-6061,"3/8""",0.375,5,0.32,0.45,37,41
PB304-CX600T1/2S3/4,"3/4""",600,304,"1/2""",0.5,5.5,1.25,1.75,44,49
PBSA36-CX600T1/2S3/4,"3/4""",600,SA-36,"1/2""",0.5,1.85,1.19,1.67,38,42
PBSA516-70-CX600T1/2S3/4,"3/4""",600,SA-516-70,"1/2""",0.5,2.15,1.19,1.67,38,42
PB304L-CX600T1/2S3/4,"3/4""",600,304L,"1/2""",0.5,5.95,1.25,1.75,45,50
PB316L-CX600T1/2S3/4,"3/4""",600,316L,"1/2""",0.5,7.4,1.26,1.76,48,53
PBAL6061-CX600T1/2S3/4,"3/4""",600,AL-6061,"1/2""",0.5,5,0.42,0.59,38,42
PB304-CX600T5/8S3/4,"3/4""",600,304,"5/8""",0.625,5.5,1.56,2.18,47,52
PBSA36-CX600T5/8S3/4,"3/4""",600,SA-36,"5/8""",0.625,1.85,1.49,2.09,39,43
PBSA516-70-CX600T5/8S3/4,"3/4""",600,SA-516-70,"5/8""",0.625,2.15,1.49,2.09,39,43
PB304L-CX600T5/8S3/4,"3/4""",600,304L,"5/8""",0.625,5.95,1.56,2.18,48,53
PB316L-CX600T5/8S3/4,"3/4""",600,316L,"5/8""",0.625,7.4,1.57,2.2,51,57
PBAL6061-CX600T5/8S3/4,"3/4""",600,AL-6061,"5/8""",0.625,5,0.53,0.74,39,43
PB304-CX600T3/4S3/4,"3/4""",600,304,"3/4""",0.75,5.5,1.87,2.62,49,54
PBSA36-CX600T3/4S3/4,"3/4""",600,SA-36,"3/4""",0.75,1.85,1.79,2.51,39,43
PBSA516-70-CX600T3/4S3/4,"3/4""",600,SA-516-70,"3/4""",0.75,2.15,1.79,2.51,40,44
PB304L-CX600T3/4S3/4,"3/4""",600,304L,"3/4""",0.75,5.95,1.87,2.62,50,56
PB316L-CX600T3/4S3/4,"3/4""",600,316L,"3/4""",0.75,7.4,1.89,2.65,54,60
PBAL6061-CX600T3/4S3/4,"3/4""",600,AL-6061,"3/4""",0.75,5,0.63,0.88,39,43
PB304-CX600T7/8S3/4,"3/4""",600,304,"7/8""",0.875,5.5,2.18,3.05,52,58
PBSA36-CX600T7/8S3/4,"3/4""",600,SA-36,"7/8""",0.875,1.85,2.09,2.93,40,44
PBSA516-70-CX600T7/8S3/4,"3/4""",600,SA-516-70,"7/8""",0.875,2.15,2.09,2.93,41,46
PB304L-CX600T7/8S3/4,"3/4""",600,304L,"7/8""",0.875,5.95,2.18,3.05,53,59
PB316L-CX600T7/8S3/4,"3/4""",600,316L,"7/8""",0.875,7.4,2.2,3.08,58,64
PBAL6061-CX600T7/8S3/4,"3/4""",600,AL-6061,"7/8""",0.875,5,0.74,1.04,40,44
PB304-CX600T1S3/4,"3/4""",600,304,"1""",1,5.5,2.49,3.49,54,60
PBSA36-CX600T1S3/4,"3/4""",600,SA-36,"1""",1,1.85,2.38,3.33,41,46
PBSA516-70-CX600T1S3/4,"3/4""",600,SA-516-70,"1""",1,2.15,2.38,3.33,42,47
PB304L-CX600T1S3/4,"3/4""",600,304L,"1""",1,5.95,2.49,3.49,56,62
PB316L-CX600T1S3/4,"3/4""",600,316L,"1""",1,7.4,2.52,3.53,61,68
PBAL6061-CX600T1S3/4,"3/4""",600,AL-6061,"1""",1,5,0.84,1.18,41,46
PB304-CX600T1-1/8S3/4,"3/4""",600,304,"1-1/8""",1.125,5.5,2.8,3.92,56,62
PBSA36-CX600T1-1/8S3/4,"3/4""",600,SA-36,"1-1/8""",1.125,1.85,2.68,3.75,42,47
PBSA516-70-CX600T1-1/8S3/4,"3/4""",600,SA-516-70,"1-1/8""",1.125,2.15,2.68,3.75,43,48
PB304L-CX600T1-1/8S3/4,"3/4""",600,304L,"1-1/8""",1.125,5.95,2.8,3.92,58,64
PB316L-CX600T1-1/8S3/4,"3/4""",600,316L,"1-1/8""",1.125,7.4,2.83,3.96,64,71
PBAL6061-CX600T1-1/8S3/4,"3/4""",600,AL-6061,"1-1/8""",1.125,5,0.95,1.33,41,46
PB304-CX600T1-1/4S3/4,"3/4""",600,304,"1-1/4""",1.25,5.5,3.11,4.35,59,65
PBSA36-CX600T1-1/4S3/4,"3/4""",600,SA-36,"1-1/4""",1.25,1.85,2.98,4.17,43,48
PBSA516-70-CX600T1-1/4S3/4,"3/4""",600,SA-516-70,"1-1/4""",1.25,2.15,2.98,4.17,44,49
PB304L-CX600T1-1/4S3/4,"3/4""",600,304L,"1-1/4""",1.25,5.95,3.11,4.35,61,68
PB316L-CX600T1-1/4S3/4,"3/4""",600,316L,"1-1/4""",1.25,7.4,3.15,4.41,67,74
PBAL6061-CX600T1-1/4S3/4,"3/4""",600,AL-6061,"1-1/4""",1.25,5,1.05,1.47,42,47
PB304-CX600T1-3/8S3/4,"3/4""",600,304,"1-3/8""",1.375,5.5,3.43,4.8,61,68
PBSA36-CX600T1-3/8S3/4,"3/4""",600,SA-36,"1-3/8""",1.375,1.85,3.28,4.59,43,48
PBSA516-70-CX600T1-3/8S3/4,"3/4""",600,SA-516-70,"1-3/8""",1.375,2.15,3.28,4.59,45,50
PB304L-CX600T1-3/8S3/4,"3/4""",600,304L,"1-3/8""",1.375,5.95,3.43,4.8,63,70
PB316L-CX600T1-3/8S3/4,"3/4""",600,316L,"1-3/8""",1.375,7.4,3.46,4.84,71,79
PBAL6061-CX600T1-3/8S3/4,"3/4""",600,AL-6061,"1-3/8""",1.375,5,1.16,1.62,43,48
PB304-CX600T1-1/2S3/4,"3/4""",600,304,"1-1/2""",1.5,5.5,3.74,5.24,64,71
PBSA36-CX600T1-1/2S3/4,"3/4""",600,SA-36,"1-1/2""",1.5,1.85,3.58,5.01,44,49
PBSA516-70-CX600T1-1/2S3/4,"3/4""",600,SA-516-70,"1-1/2""",1.5,2.15,3.58,5.01,46,51
PB304L-CX600T1-1/2S3/4,"3/4""",600,304L,"1-1/2""",1.5,5.95,3.74,5.24,66,73
PB316L-CX600T1-1/2S3/4,"3/4""",600,316L,"1-1/2""",1.5,7.4,3.78,5.29,74,82
PBAL6061-CX600T1-1/2S3/4,"3/4""",600,AL-6061,"1-1/2""",1.5,5,1.26,1.76,44,49
PB304-CX600T1-5/8S3/4,"3/4""",600,304,"1-5/8""",1.625,5.5,4.05,5.67,66,73
PBSA36-CX600T1-5/8S3/4,"3/4""",600,SA-36,"1-5/8""",1.625,1.85,3.88,5.43,45,50
PBSA516-70-CX600T1-5/8S3/4,"3/4""",600,SA-516-70,"1-5/8""",1.625,2.15,3.88,5.43,47,52
PB304L-CX600T1-5/8S3/4,"3/4""",600,304L,"1-5/8""",1.625,5.95,4.05,5.67,69,76
PB316L-CX600T1-5/8S3/4,"3/4""",600,316L,"1-5/8""",1.625,7.4,4.09,5.73,77,85
PBAL6061-CX600T1-5/8S3/4,"3/4""",600,AL-6061,"1-5/8""",1.625,5,1.37,1.92,44,49
PB304-CX600T1-3/4S3/4,"3/4""",600,304,"1-3/4""",1.75,5.5,4.36,6.1,68,75
PBSA36-CX600T1-3/4S3/4,"3/4""",600,SA-36,"1-3/4""",1.75,1.85,4.17,5.84,46,51
PBSA516-70-CX600T1-3/4S3/4,"3/4""",600,SA-516-70,"1-3/4""",1.75,2.15,4.17,5.84,47,52
PB304L-CX600T1-3/4S3/4,"3/4""",600,304L,"1-3/4""",1.75,5.95,4.36,6.1,71,79
PB316L-CX600T1-3/4S3/4,"3/4""",600,316L,"1-3/4""",1.75,7.4,4.41,6.17,81,90
PBAL6061-CX600T1-3/4S3/4,"3/4""",600,AL-6061,"1-3/4""",1.75,5,1.47,2.06,45,50
PB304-CX600T1-7/8S3/4,"3/4""",600,304,"1-7/8""",1.875,5.5,4.67,6.54,71,79
PBSA36-CX600T1-7/8S3/4,"3/4""",600,SA-36,"1-7/8""",1.875,1.85,4.47,6.26,46,51
PBSA516-70-CX600T1-7/8S3/4,"3/4""",600,SA-516-70,"1-7/8""",1.875,2.15,4.47,6.26,48,53
PB304L-CX600T1-7/8S3/4,"3/4""",600,304L,"1-7/8""",1.875,5.95,4.67,6.54,74,82
PB316L-CX600T1-7/8S3/4,"3/4""",600,316L,"1-7/8""",1.875,7.4,4.72,6.61,84,93
PBAL6061-CX600T1-7/8S3/4,"3/4""",600,AL-6061,"1-7/8""",1.875,5,1.58,2.21,46,51
PB304-CX600T2S3/4,"3/4""",600,304,"2""",2,5.5,4.98,6.97,73,81
PBSA36-CX600T2S3/4,"3/4""",600,SA-36,"2""",2,1.85,4.77,6.68,47,52
PBSA516-70-CX600T2S3/4,"3/4""",600,SA-516-70,"2""",2,2.15,4.77,6.68,49,54
PB304L-CX600T2S3/4,"3/4""",600,304L,"2""",2,5.95,4.98,6.97,76,84
PB316L-CX600T2S3/4,"3/4""",600,316L,"2""",2,7.4,5.04,7.06,87,96
PBAL6061-CX600T2S3/4,"3/4""",600,AL-6061,"2""",2,5,1.68,2.35,47,52
PB304-CX600T2-1/4S3/4,"3/4""",600,304,"2-1/4""",2.25,5.5,5.61,7.85,78,86
PBSA36-CX600T2-1/4S3/4,"3/4""",600,SA-36,"2-1/4""",2.25,1.85,5.37,7.52,49,54
PBSA516-70-CX600T2-1/4S3/4,"3/4""",600,SA-516-70,"2-1/4""",2.25,2.15,5.37,7.52,51,57
PB304L-CX600T2-1/4S3/4,"3/4""",600,304L,"2-1/4""",2.25,5.95,5.61,7.85,82,91
PB316L-CX600T2-1/4S3/4,"3/4""",600,316L,"2-1/4""",2.25,7.4,5.67,7.94,94,104
PBAL6061-CX600T2-1/4S3/4,"3/4""",600,AL-6061,"2-1/4""",2.25,5,1.89,2.65,48,53
PB304-CX600T2-1/2S3/4,"3/4""",600,304,"2-1/2""",2.5,5.5,6.23,8.72,83,92
PBSA36-CX600T2-1/2S3/4,"3/4""",600,SA-36,"2-1/2""",2.5,1.85,5.96,8.34,50,56
PBSA516-70-CX600T2-1/2S3/4,"3/4""",600,SA-516-70,"2-1/2""",2.5,2.15,5.96,8.34,53,59
PB304L-CX600T2-1/2S3/4,"3/4""",600,304L,"2-1/2""",2.5,5.95,6.23,8.72,87,96
PB316L-CX600T2-1/2S3/4,"3/4""",600,316L,"2-1/2""",2.5,7.4,6.3,8.82,100,111
PBAL6061-CX600T2-1/2S3/4,"3/4""",600,AL-6061,"2-1/2""",2.5,5,2.1,2.94,50,56
PB304-CX600T3S3/4,"3/4""",600,304,"3""",3,5.5,7.47,10.46,92,102
PBSA36-CX600T3S3/4,"3/4""",600,SA-36,"3""",3,1.85,7.15,10.01,53,59
PBSA516-70-CX600T3S3/4,"3/4""",600,SA-516-70,"3""",3,2.15,7.15,10.01,56,62
PB304L-CX600T3S3/4,"3/4""",600,304L,"3""",3,5.95,7.47,10.46,97,107
PB316L-CX600T3S3/4,"3/4""",600,316L,"3""",3,7.4,7.56,10.58,113,125
PBAL6061-CX600T3S3/4,"3/4""",600,AL-6061,"3""",3,5,2.52,3.53,52,58
PB304-CX600T11GAS1,"1""",600,304,11 Gauge,0.1196,5.5,0.34,0.48,37,41
PBSA36-CX600T11GAS1,"1""",600,SA-36,11 Gauge,0.1196,1.85,0.32,0.45,36,40
PBSA516-70-CX600T11GAS1,"1""",600,SA-516-70,11 Gauge,0.1196,2.15,0.32,0.45,36,40
PB304L-CX600T11GAS1,"1""",600,304L,11 Gauge,0.1196,5.95,0.34,0.48,38,42
PB316L-CX600T11GAS1,"1""",600,316L,11 Gauge,0.1196,7.4,0.34,0.48,38,42
PBAL6061-CX600T11GAS1,"1""",600,AL-6061,11 Gauge,0.1196,5,0.11,0.15,36,40
PB304-CX600T1/8S1,"1""",600,304,"1/8""",0.125,5.5,0.35,0.49,38,42
PBSA36-CX600T1/8S1,"1""",600,SA-36,"1/8""",0.125,1.85,0.34,0.48,36,40
PBSA516-70-CX600T1/8S1,"1""",600,SA-516-70,"1/8""",0.125,2.15,0.34,0.48,36,40
PB304L-CX600T1/8S1,"1""",600,304L,"1/8""",0.125,5.95,0.35,0.49,38,42
PB316L-CX600T1/8S1,"1""",600,316L,"1/8""",0.125,7.4,0.36,0.5,39,43
PBAL6061-CX600T1/8S1,"1""",600,AL-6061,"1/8""",0.125,5,0.12,0.17,36,40
PB304-CX600T3/16S1,"1""",600,304,"3/16""",0.1875,5.5,0.53,0.74,39,43
PBSA36-CX600T3/16S1,"1""",600,SA-36,"3/16""",0.1875,1.85,0.51,0.71,36,40
PBSA516-70-CX600T3/16S1,"1""",600,SA-516-70,"3/16""",0.1875,2.15,0.51,0.71,36,40
PB304L-CX600T3/16S1,"1""",600,304L,"3/16""",0.1875,5.95,0.53,0.74,39,43
PB316L-CX600T3/16S1,"1""",600,316L,"3/16""",0.1875,7.4,0.54,0.76,40,44
PBAL6061-CX600T3/16S1,"1""",600,AL-6061,"3/16""",0.1875,5,0.18,0.25,36,40
PB304-CX600T1/4S1,"1""",600,304,"1/4""",0.25,5.5,0.71,0.99,40,44
PBSA36-CX600T1/4S1,"1""",600,SA-36,"1/4""",0.25,1.85,0.68,0.95,37,41
PBSA516-70-CX600T1/4S1,"1""",600,SA-516-70,"1/4""",0.25,2.15,0.68,0.95,37,41
PB304L-CX600T1/4S1,"1""",600,304L,"1/4""",0.25,5.95,0.71,0.99,41,46
PB316L-CX600T1/4S1,"1""",600,316L,"1/4""",0.25,7.4,0.72,1.01,42,47
PBAL6061-CX600T1/4S1,"1""",600,AL-6061,"1/4""",0.25,5,0.24,0.34,37,41
PB304-CX600T5/16S1,"1""",600,304,"5/16""",0.3125,5.5,0.89,1.25,42,47
PBSA36-CX600T5/16S1,"1""",600,SA-36,"5/16""",0.3125,1.85,0.85,1.19,37,41
PBSA516-70-CX600T5/16S1,"1""",600,SA-516-70,"5/16""",0.3125,2.15,0.85,1.19,37,41
PB304L-CX600T5/16S1,"1""",600,304L,"5/16""",0.3125,5.95,0.89,1.25,42,47
PB316L-CX600T5/16S1,"1""",600,316L,"5/16""",0.3125,7.4,0.9,1.26,44,49
PBAL6061-CX600T5/16S1,"1""",600,AL-6061,"5/16""",0.3125,5,0.3,0.42,37,41
PB304-CX600T3/8S1,"1""",600,304,"3/8""",0.375,5.5,1.06,1.48,43,48
PBSA36-CX600T3/8S1,"1""",600,SA-36,"3/8""",0.375,1.85,1.02,1.43,37,41
PBSA516-70-CX600T3/8S1,"1""",600,SA-516-70,"3/8""",0.375,2.15,1.02,1.43,38,42
